date,strikes,lat,lon
2016-05-07,1,36.55078040890113,40.86637177958654
2016-05-04,1,35.401452765507216,39.304226770292175
2016-01-24,7,35.88815701194016,39.15858076744826
2016-06-12,6,36.41761481158801,40.23058334198775
2016-03-12,3,35.43251239060103,40.604310895384955
2016-02-23,2,36.24697010217912,41.18527149607913
2016-02-06,7,36.29229317740413,38.842167001148624
2016-02-27,7,36.1714885174731,41.30725150129018
2016-01-18,2,37.52107902930413,38.87959389741474
2016-02-22,8,37.152297904816194,41.06807264251445
2016-02-01,5,36.466746627520195,38.40511986668357
2016-03-20,4,35.859190938585165,39.46127239647616
2016-06-21,6,36.87350348193433,37.77925363855977
2016-04-15,2,35.09991797153259,39.77627217765653
2016-05-20,4,37.36609466342394,38.1912403473041
2016-06-30,8,36.15334001179723,41.38916324654175
2016-01-19,2,36.67665679210968,38.46273438450633
2016-06-26,5,35.40135393921149,40.29459960946689
2016-05-02,5,36.247443234152556,39.06982891675978
2016-04-15,1,35.62981677624827,39.831049174136226
2016-02-19,3,35.305618484932076,39.67040659503819
2016-02-13,6,35.99988657173832,38.789432477841274
2016-02-04,7,35.82652984618047,38.49357855569103
2016-04-05,7,36.32825650854833,40.43085052475262
2016-03-20,3,35.94116608599227,39.35429195220485
2016-03-01,4,35.35254115426748,39.48719451590158
2016-04-28,8,36.64566421270625,40.43915956886565
2016-03-12,1,37.02890802071605,38.63430030596011
2016-04-10,2,36.41706477714564,39.53812265987547
2016-02-16,7,36.75017923062321,40.60461528369467
2016-04-29,5,36.178843310489604,39.267962647915475
2016-03-24,4,36.13709974088835,40.579573801441576
2016-05-24,3,35.86975457896925,40.33148706020767
2016-02-11,3,36.843347898980774,41.37077341422
2016-02-27,3,35.98715019608315,40.552954184688446
2016-02-06,4,36.467908962918166,37.74885026021364
2016-06-12,4,36.22001414826767,38.08196719491053
2016-04-27,7,35.768170981112355,38.97679091701162
2016-05-29,8,35.00542077499326,40.413774715184054
2016-05-22,8,35.863432800393504,40.236658043729776
2016-01-15,2,37.13248145590617,40.23205860299327
2016-02-06,4,34.98991371737701,39.96548524797702
2016-03-21,7,36.731225213205384,40.69791296837224
2016-06-02,3,35.46142156382809,38.51864810849119
2016-05-10,5,35.72292153211439,40.58700380868575
2016-04-15,5,35.75586703573634,39.504995713000326
2016-02-13,4,36.62865846063392,40.36490169077817
2016-05-06,3,36.17786212414964,38.65078386436871
2016-02-20,6,36.2904793270924,40.999265241534005
2016-04-26,8,37.295410010750814,38.83064629151256
2016-02-02,7,35.934570007561824,40.775943831184684
2016-02-28,4,37.536574880014115,38.643000888871654
2016-06-15,7,36.36753423481999,38.95006346882976
2016-02-13,8,36.60730383123901,39.2752378817863
2016-02-07,6,35.84166588258278,40.796659166468245
2016-04-23,5,36.26554777725021,40.153644918037116
2016-05-04,1,36.98169332087408,38.31005560083472
2016-06-11,1,35.529127493629154,40.66277274837516
2016-05-16,5,35.75254575512383,40.44470407411854
2016-02-05,6,35.43336804800728,38.52226276406038
2016-04-11,8,35.59939399988815,38.5907519201769
2016-06-28,8,37.22151979717182,38.69855556072307
2016-02-09,1,35.07244330368926,40.5242402267472
2016-06-17,1,35.70076013775138,39.44164411322043
2016-05-09,6,35.62027625063383,40.66186503843645
2016-01-02,3,36.07645296727989,40.604251766201365
2016-02-27,2,34.92256386406687,39.85760695757786
2016-05-18,5,36.28646671840572,38.48790626284886
2016-01-15,1,37.470480387197405,37.83745933217922
2016-01-19,3,34.9713828704343,40.06853151922565
2016-01-09,8,36.51126287304481,39.102784026857826
2016-05-20,4,35.94572015629406,39.542105191801554
2016-05-16,6,37.3721942851283,38.85722033988705
2016-02-07,6,35.19538835120325,39.99128382251432
2016-02-14,3,36.99488078138953,37.836221705823306
2016-01-05,6,36.40227811092591,39.24680366188071
2016-04-15,7,36.380506489473525,41.305218219135085
2016-03-21,2,35.52312477148567,40.25000015489441
2016-04-01,2,36.46652375196574,39.03708030645251
2016-05-25,5,34.96566475596233,40.72557335713804
2016-01-14,7,36.044926737706156,40.350691184635316
2016-04-12,8,35.84034968816509,40.270259033353746
2016-03-30,5,35.80870351658557,39.54245346094697
2016-04-25,2,36.40523589502411,38.09926200306611
2016-01-26,5,35.85240153477549,38.8555599619867
2016-04-19,1,35.18900405860297,40.30553161813882
2016-01-13,7,36.699100526844035,38.69193526389587
2016-05-14,1,34.77937966900042,40.34088064640616
2016-06-09,5,36.237751352498336,38.607328140825466
2016-04-14,4,37.54205158927836,38.86847340985709
2016-01-05,5,35.423799719573196,40.21135802968035
2016-02-06,7,36.14922771860466,38.6015329837429
2016-01-05,7,36.30597636687847,39.329723755399
2016-06-13,5,35.95886863147394,39.27940210352786
2016-04-20,7,36.76106840364487,37.86663278925908
2016-06-01,2,35.99820531848193,38.41368671526594
2016-06-30,2,36.56053505948062,38.07172428688387
2016-02-22,4,37.35218214739098,37.77463155083329
2016-04-15,7,35.45535976504077,39.642805470207556
2016-06-11,4,35.70122580360487,40.01537965325318
2016-02-13,6,36.171544212342596,38.503880481587196
2016-03-28,2,35.315073340919305,39.81055740913542
2016-06-06,4,36.7198325135315,40.937114877800525
2016-03-19,5,35.216116477842256,40.379910572096065
2016-03-02,3,35.38698023444407,38.65841140669995
2016-06-21,2,35.02550357443068,40.31531590181103
2016-04-08,2,34.86303631039793,40.622661925258996
2016-06-23,8,36.390026758752725,40.25090937552555
2016-04-07,2,35.920915253973845,38.45237712037081
2016-05-28,8,35.32016288060991,39.55555422184365
2016-05-05,7,37.02096015664106,37.74241730556529
2016-06-24,1,35.84690608619837,40.57941115381625
2016-06-30,1,36.33315080742616,40.14267730692891
2016-01-21,6,35.6658539907633,40.56940375831557
2016-01-08,1,37.25191811570987,38.28656414976036
2016-02-24,7,35.65382054742814,39.43894404744866
2016-06-24,2,36.42930613003695,41.08029253687503
2016-05-18,4,35.218340169900245,39.92800340987738
2016-02-03,8,35.981306960097314,39.17092540177945
2016-03-03,6,35.90058895652588,41.35892486152198
2016-06-22,5,35.13923857118165,40.69511609050086
2016-06-24,3,36.716748931755326,41.10316804474802
2016-05-20,8,35.547997492590035,38.396637511346974
2016-06-26,7,36.57538880646448,40.800253852545694
2016-03-15,2,37.313260931341674,37.88075640520056
2016-05-06,3,35.66134957134949,40.24648104847969
2016-03-10,7,36.67394437923517,38.15852441890845
2016-06-29,6,36.82046611341076,37.920337923168084
2016-06-22,3,35.538849283648794,39.01910864728938
2016-06-18,5,35.7974474363328,39.86051749485022
2016-04-02,5,36.118195002122015,39.64702760221685
2016-04-02,6,35.869962315275075,38.6014349058954
2016-06-28,6,36.20007182442605,40.81780273820054
2016-06-22,3,35.966033299699184,40.69406837543301
2016-06-22,8,36.63069761061462,38.47268143729689
2016-03-29,1,36.99212408395321,38.09351647103842
2016-05-02,2,37.05862154539487,38.31745633553432
2016-05-22,8,35.555791733246096,40.2235181887083
2016-02-07,8,35.24403597252782,40.787423777739924
2016-04-30,5,35.107511761346146,40.42547455490438
